pack,source_file,chunk_id,domain,topic,chunk_type,risk_level,free_tier_access,standard_tier_access,premium_tier_access,recommended_free_response,restriction_reason,content_preview
Generalised Anxiety / What Me Worry,santum_ai_cbt_gad_vector_index_v1_EMBED_READY.json,cbt_gad_m10_cbt_exercise_020,cbt_gad,self_management,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Module Summary • It is important that you keep applying and practising the strategies you learned through reading the modules in the “What? Me Worry!?!” information package • Consi
Generalised Anxiety / What Me Worry,santum_ai_cbt_gad_vector_index_v1_EMBED_READY.json,cbt_gad_worksheet_001,cbt_gad,worry_classification,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A worry classification worksheet helps separate practical worries from hypothetical worries. Record the worry, what triggered it, and whether there is a real problem that can be ac"
Generalised Anxiety / What Me Worry,santum_ai_cbt_gad_vector_index_v1_EMBED_READY.json,cbt_gad_worksheet_002,cbt_gad,worry_belief_challenge,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A worry belief challenge helps the user test beliefs such as 'worry is uncontrollable,' 'worry is dangerous,' or 'worry keeps me safe.' Write the belief, how strongly it feels true"
Generalised Anxiety / What Me Worry,santum_ai_cbt_gad_vector_index_v1_EMBED_READY.json,cbt_gad_worksheet_003,cbt_gad,attention_training_practice,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"An attention training practice worksheet helps the user shift from worry-focused attention to flexible attention. Record when worry pulls attention inward, then choose an external "
Generalised Anxiety / What Me Worry,santum_ai_cbt_gad_vector_index_v1_EMBED_READY.json,cbt_gad_worksheet_004,cbt_gad,problem_solving_plan,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"A problem-solving plan helps turn practical worry into action. Define the problem clearly, brainstorm possible solutions, choose one realistic option, plan the first step, and revi"
Generalised Anxiety / What Me Worry,santum_ai_cbt_gad_vector_index_v1_EMBED_READY.json,cbt_gad_worksheet_005,cbt_gad,uncertainty_experiment,worksheet_instruction,low,deny,allow,allow,upgrade_prompt,explicit_worksheet_instruction,"An uncertainty experiment helps the user practise living with not knowing. Choose a small situation where the user normally seeks certainty, checks, asks for reassurance, or overpr"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m01_cbt_exercise_002,cbt_social_anxiety,symptoms,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"If so, you may find it helpful to work through this workbook, either on your own or with the support of a clinician. The modules cover a set of strategies that research has shown t"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m01_cbt_exercise_009,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,This usually results in physical symptoms such as: • Trembling or shaking • Sweating • Blushing • Hyperventilation • Pounding heart • Difficulty concentrating • ‘Going blank’ • Urg
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m01_cbt_exercise_012,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"They may be vague or fuzzy, or they might be as clear as if you were watching a movie. Take a moment to write down some of the negative thoughts and images you have that make you f"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m01_cbt_exercise_017,cbt_social_anxiety,core_beliefs,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Most people with social anxiety think that they are performing very badly and that their anxiety is blatantly obvious to other people. For example, we may believe we are blushing b"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m01_cbt_exercise_022,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,The cost refers to how bad we believe it will be if our fears do come true. • People with social anxiety disorder feel more socially anxious than others because they tend to overes
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_004,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Sometimes our thoughts about a situation will be accurate, sometimes they will be partially accurate, and sometimes they will not be true at all. Therefore, there will be times whe"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_005,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Stepping Out of Social Anxiety Next we will discuss how to recognise when you are overestimating the threat in a social situation, and to view the situation in a more accurate and "
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_006,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Take the metaphor of boxing with a blindfold on – it is pretty hard to do when you can’t see your opponent. If you take off the blindfold your opponent may look scary, but you are "
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_008,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"On the other hand, if I were to bring to mind a mental image of what I feared happening, it might include details like “I see myself shaking, stuttering, turning bright red, having"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_011,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What would be a more helpful way to think? • If the roles were reversed, how might I judge the situation/other person? Realistic Probability and Consequences: Given the contrary ev"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_012,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Also, there will probably be a range of negative thoughts in different social situations that contribute to your social anxiety, and which could all potentially benefit from some t"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_013,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Challenging your negative predictions about could help you to become more willing to enter these situations in the future as you progress through these modules. Stepping Out of Soc
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_015,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,They will Sometimes people do make small spoken to. deliberately ignore talk with me. One person asks me a question. me. It is possible (30%) that someone will I focus on eating my
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_016,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,My colleagues are unlikely to ignore me in a rude or critical way. Stepping Out of Social Anxiety Thought Challenging Record 1. Re-rate Situation Thoughts Level Consequences Anxiet
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_017,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,This means that everyone sometimes has feelings that are based on an inaccurate view of a situation. • People with social anxiety often have thoughts about social situations that a
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m02_cbt_exercise_018,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,We will introduce a strategy to help you start testing your fears through approaching the situations you are anxious about. Stepping Out of Social Anxiety About the Modules CONTRIB
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_003,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Some typical situations that people with social anxiety avoid include: • unfamiliar people • large groups of people • attending appointments • phone calls • answering emails • publ
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_004,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"We might also find that even if social experiences don’t go to plan sometimes, then we can cope with this as well. So avoidance prevents us from getting an accurate impression of t"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_005,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Avoidance and anxiety can spread. As we avoid situations and lose confidence in an area of our lives (e.g., relationships with peers), our anxiety can start to spread out to more a"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_006,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"In the short-term this might increase our anxiety, but it gives us the opportunity to test our fears and build confidence in our own coping skills, which helps to reduce our anxiet"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_007,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"We might spend the whole time we are in the social situation focused on just getting through it, or selectively focusing on negative details, and might not notice the information w"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_008,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Negative thoughts: Identify a social situation that triggers anxiety for you and write down what you think will happen in the social situation. Tip: Using imagery can help you iden
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_009,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Evidence to observe: What evidence would you need to look for to check the accuracy of your thoughts? An important note is that this evidence must be clear, observable, and objecti"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_011,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"She also worries that the people in line behind her will make negative judgements about her purchases, and that they will think she is lazy for buying microwave meals. Her anxiety "
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_012,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"The cashier will ask me a 8/10 Buy groceries at the Can I respond to the The cashier asked about My predictions were not accurate this basic question and I won’t shops, including s"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_013,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,People lined up behind Do people behind me seemed to pay much me will judge me for what pay attention to what I attention to my I was expecting the worst and it didn’t I buy. They 
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_014,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Firstly, they tend to overestimate the probability or likelihood of their social fears coming true. Secondly, they tend to overestimate the ‘cost’ or how bad it would be if their s"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_017,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"However, she is still worried that if she did freeze or say something stupid, the cashier would think she was weird and would laugh at her. She is still nervous this could happen o"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_018,cbt_social_anxiety,avoidance_cycle,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,If I freeze up or say 7/10 Talk to the cashier Are there any objective The cashier asked about my The cashier didn’t seem to care when I something stupid the when I am buying signs
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_020,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Does the cashier make I am going to replay this in my mind a fun of me to the other When I had finished paying, few times to help me remember what customers (e.g., do I the cashier"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_022,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Keep using the Behavioural Experiment record on to plan behavioural experiments and record what you learn. Stepping Out of Social Anxiety Behavioural experiment record Negative Tho
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_023,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Fill in these columns BEFORE the experiment Fill in these columns AFTER the experiment Stepping Out of Social Anxiety Extra tips for behavioural experiments Remember, anxiety can i"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_024,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This means we might not pay attention to neutral and positive aspects of a situation, and we might misinterpret things in an overly negative way. As we can only remember the inform"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_025,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,If you walked down the street with your eyes looking down at the ground then you are not going to gather any information about whether other people were staring or not. In order to
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_026,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,You would need to collect more evidence to know whether the laughter was about you or about something else (e.g. observe whether they are looking at you or looking elsewhere while 
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_027,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"When you conduct behavioural experiments, there are several points that are helpful to remember.  Writing down the experiment is important, as it helps to counteract biases in our"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m03_cbt_exercise_028,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Coming Up… In the next module we will introduce ‘stepladders’ as a tool to help you plan a step by step way to approach situations you are anxious about. Taking things step-by- ste
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_002,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"In this module, we will introduce a way to order your behavioural experiments in a step-by-step way, so testing your fears feels more manageable. Taking it one step at a time Condu"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_003,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"You can start with experiments that generate mild anxiety, progress to those that generate moderate anxiety, and then work your way up to those that generate high anxiety. One adva"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_004,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Most people with social anxiety find that there is more than one area of their life they would like to change. Write down any ideas you have about areas of your life you would like
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_005,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Talking to colleagues at work; Being more independent (e.g. going to shops and appointments alone); meeting new people; joining a hobby group; going out on dates The area I will st
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_006,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Now that you have identified the fears that you have about this situation, it is time to plan a range of experiments that will help you test your predictions (aim for up to 10 diff"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_007,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,These could include: o Who is there? o How many people are there? o How familiar/unfamiliar are the people? o How familiar/unfamiliar is the place? o What am I doing? o When am I d
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_009,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,They won’t want to interact with me. When I try to talk to them they will make an excuse to leave. They will avoid me in future. ANXIETY GOAL: Join the board games group at my loca
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_010,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Use the worksheet on this page to plan your stepladder. There is no right or wrong number of steps – so feel free to add more steps, or use less steps than the spaces on the worksh"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_011,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,By manipulating these variables you can create harder or easier steps. Stepping Out of Social Anxiety Completing a Step on your stepladder Now that you have prepared a behavioural 
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_012,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Use your skills You can use the thought challenging strategy from Module 2 to deal with any unhelpful thoughts that come up. Challenging your unhelpful thinking can help manage you
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_013,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Working through your stepladder OK, so now that you have some tips on how to get through one step, how do you keep moving onwards and upwards? Here are some guidelines for how you "
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_014,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Repeating experiments helps to build up the evidence for when you are disputing any unhelpful thoughts, and will help you feel more convinced by the evidence you are gathering. Use"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_015,cbt_social_anxiety,negative_thinking,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Setbacks We all have our good and bad days, and sometimes behavioural experiments might not go as well as you hoped. If a situation hasn’t gone as well as you hoped or you’ve taken"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_016,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,You might think of this as a ‘bridging step’ in the same way that some people might take a ‘bridging course’ to get them ready for the next step. You might also want to consider wh
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_017,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Stepping Out of Social Anxiety Module Summary • Sometimes approaching feared situations can be overwhelming. To assist with this, you can use behavioural experiment stepladders to "
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m04_cbt_exercise_018,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"If something doesn’t go to plan, you can use your skills to manage it and get back on track. Coming Up… In the next module we will discuss safety behaviours, which are subtle avoid"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m05_cbt_exercise_004,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"The problem with safety behaviours While safety behaviours may help you to feel safer in the short-term, unfortunately they serve to maintain social anxiety in the longer term beca"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m05_cbt_exercise_005,cbt_social_anxiety,safety_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,After you test the prediction numerous times and find that it does not come true then the negative prediction can be seen for what it is – just a thought or image that does not ref
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m05_cbt_exercise_012,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,I will also drop the immediately leaving the thought I was boring. safety behaviour of conversation after I I can keep testing my fears by avoiding eye contact. One friend said the
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m05_cbt_exercise_013,cbt_social_anxiety,avoidance,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,You may need to conduct several behavioural experiments to learn what happens when you drop your safety behaviours. Negative Thoughts Anxiety Experiment Evidence to Observe Results
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m05_cbt_exercise_015,cbt_social_anxiety,safety_behaviours,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This might increase your anxiety temporarily, but will help you overcome your anxiety in the longer term. • It is preferable to drop your safety behaviours immediately, as this wil"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m05_cbt_exercise_016,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Stepping Out of Social Anxiety About the Modules CONTRIBUTORS Samantha Bank (MPsych1) Melissa Burgess (MPsych1) Clinical Psychologist Clinical Psychologist Dr Adelln Sng (MPsych1; 
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m06_cbt_exercise_002,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,It is important to detect threat in an environment with real threat; however problems can arise when our attention is unnecessarily focused on perceived rather than real threats. A
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m06_cbt_exercise_004,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Where do you notice your attention is focused in social situations? Write down what you have noticed in the space provided below. How Do Self- and Environment-Focused Attention Mai
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m06_cbt_exercise_008,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"As such, it can be helpful to practice training our attention daily with non-social activities. It may be useful to think of your attention a bit like a muscle. We need to practice"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m06_cbt_exercise_011,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"When you notice that your mind has wandered during attention training, be careful not to criticise yourself for this. After all, it is completely normal. Instead, think of every ‘w"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m06_cbt_exercise_013,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"For example, we don’t want you to be focusing on your breath or the taste/smell of food when socialising, even if it makes you feel less anxious in the short-term. This will take y"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m06_cbt_exercise_014,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Do you notice anything changing with practice? Stepping Out of Social Anxiety Attention Focusing Once you have practiced training your attention using everyday activities, you are "
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m06_cbt_exercise_015,cbt_social_anxiety,attention_training,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"You can practice attention training with all sorts of routine daily tasks. Remember that the goal of attention training is not to maintain 100% focus on the task, but to notice whe"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m07_cbt_exercise_006,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Consider what it would be like to find out that in fact, many of the anxiety symptoms you imagined were obvious are actually very mild (or unnoticeable) from other people’s perspec"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m07_cbt_exercise_007,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Obtaining video feedback is the best way to find out once Stepping Out of Social Anxiety and for all, in a way that is convincing to you, how you actually come across when you’re f"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m07_cbt_exercise_008,cbt_social_anxiety,behavioural_experiments,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Most importantly, the experiment should be designed to test your specific fears regarding the observability of your anxiety. Ideas may include: • Recording yourself completing a sp"
Social Anxiety,santum_ai_cbt_social_anxiety_vector_index_v1_EMBED_READY.json,cbt_social_anxiety_m07_cbt_exercise_011,cbt_social_anxiety,negative_self_imagery,cbt_exercise,low,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,How can you keep this new information in mind? will happen? feel? disconfirm your thoughts? How can you find more opportunities to test your What negative images do you predictions
